interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,as_type,mcpc
2025-12-18T01:50:00-06:00,2025-12-18 07:50:00+00:00,2025-12-18T01:55:00-06:00,2025-12-18 07:55:00+00:00,ECRS,0.06
2025-12-18T01:50:00-06:00,2025-12-18 07:50:00+00:00,2025-12-18T01:55:00-06:00,2025-12-18 07:55:00+00:00,NSPIN,0.25
2025-12-18T01:50:00-06:00,2025-12-18 07:50:00+00:00,2025-12-18T01:55:00-06:00,2025-12-18 07:55:00+00:00,REGDN,0.08
2025-12-18T01:50:00-06:00,2025-12-18 07:50:00+00:00,2025-12-18T01:55:00-06:00,2025-12-18 07:55:00+00:00,REGUP,0
2025-12-18T01:50:00-06:00,2025-12-18 07:50:00+00:00,2025-12-18T01:55:00-06:00,2025-12-18 07:55:00+00:00,RRS,0.03
2025-12-18T01:55:00-06:00,2025-12-18 07:55:00+00:00,2025-12-18T02:00:00-06:00,2025-12-18 08:00:00+00:00,ECRS,0.06
2025-12-18T01:55:00-06:00,2025-12-18 07:55:00+00:00,2025-12-18T02:00:00-06:00,2025-12-18 08:00:00+00:00,NSPIN,0.25
2025-12-18T01:55:00-06:00,2025-12-18 07:55:00+00:00,2025-12-18T02:00:00-06:00,2025-12-18 08:00:00+00:00,REGDN,0.03
2025-12-18T01:55:00-06:00,2025-12-18 07:55:00+00:00,2025-12-18T02:00:00-06:00,2025-12-18 08:00:00+00:00,REGUP,0.01
2025-12-18T01:55:00-06:00,2025-12-18 07:55:00+00:00,2025-12-18T02:00:00-06:00,2025-12-18 08:00:00+00:00,RRS,0.03
2025-12-18T02:00:00-06:00,2025-12-18 08:00:00+00:00,2025-12-18T02:05:00-06:00,2025-12-18 08:05:00+00:00,ECRS,0.06
2025-12-18T02:00:00-06:00,2025-12-18 08:00:00+00:00,2025-12-18T02:05:00-06:00,2025-12-18 08:05:00+00:00,NSPIN,0.25
2025-12-18T02:00:00-06:00,2025-12-18 08:00:00+00:00,2025-12-18T02:05:00-06:00,2025-12-18 08:05:00+00:00,REGDN,0.11
2025-12-18T02:00:00-06:00,2025-12-18 08:00:00+00:00,2025-12-18T02:05:00-06:00,2025-12-18 08:05:00+00:00,REGUP,0.01
2025-12-18T02:00:00-06:00,2025-12-18 08:00:00+00:00,2025-12-18T02:05:00-06:00,2025-12-18 08:05:00+00:00,RRS,0.03
2025-12-18T02:05:00-06:00,2025-12-18 08:05:00+00:00,2025-12-18T02:10:00-06:00,2025-12-18 08:10:00+00:00,ECRS,0.06
2025-12-18T02:05:00-06:00,2025-12-18 08:05:00+00:00,2025-12-18T02:10:00-06:00,2025-12-18 08:10:00+00:00,NSPIN,0.25
2025-12-18T02:05:00-06:00,2025-12-18 08:05:00+00:00,2025-12-18T02:10:00-06:00,2025-12-18 08:10:00+00:00,REGDN,0.11
2025-12-18T02:05:00-06:00,2025-12-18 08:05:00+00:00,2025-12-18T02:10:00-06:00,2025-12-18 08:10:00+00:00,REGUP,0.01
2025-12-18T02:05:00-06:00,2025-12-18 08:05:00+00:00,2025-12-18T02:10:00-06:00,2025-12-18 08:10:00+00:00,RRS,0.03
2025-12-18T02:10:00-06:00,2025-12-18 08:10:00+00:00,2025-12-18T02:15:00-06:00,2025-12-18 08:15:00+00:00,ECRS,0.06
2025-12-18T02:10:00-06:00,2025-12-18 08:10:00+00:00,2025-12-18T02:15:00-06:00,2025-12-18 08:15:00+00:00,NSPIN,0.25
2025-12-18T02:10:00-06:00,2025-12-18 08:10:00+00:00,2025-12-18T02:15:00-06:00,2025-12-18 08:15:00+00:00,REGDN,0.06
2025-12-18T02:10:00-06:00,2025-12-18 08:10:00+00:00,2025-12-18T02:15:00-06:00,2025-12-18 08:15:00+00:00,REGUP,0.01
2025-12-18T02:10:00-06:00,2025-12-18 08:10:00+00:00,2025-12-18T02:15:00-06:00,2025-12-18 08:15:00+00:00,RRS,0.03
2025-12-18T02:15:00-06:00,2025-12-18 08:15:00+00:00,2025-12-18T02:20:00-06:00,2025-12-18 08:20:00+00:00,ECRS,0.06
2025-12-18T02:15:00-06:00,2025-12-18 08:15:00+00:00,2025-12-18T02:20:00-06:00,2025-12-18 08:20:00+00:00,NSPIN,0.25
2025-12-18T02:15:00-06:00,2025-12-18 08:15:00+00:00,2025-12-18T02:20:00-06:00,2025-12-18 08:20:00+00:00,REGDN,0.08
2025-12-18T02:15:00-06:00,2025-12-18 08:15:00+00:00,2025-12-18T02:20:00-06:00,2025-12-18 08:20:00+00:00,REGUP,0.01
2025-12-18T02:15:00-06:00,2025-12-18 08:15:00+00:00,2025-12-18T02:20:00-06:00,2025-12-18 08:20:00+00:00,RRS,0.03
2025-12-18T02:20:00-06:00,2025-12-18 08:20:00+00:00,2025-12-18T02:25:00-06:00,2025-12-18 08:25:00+00:00,ECRS,0.06
2025-12-18T02:20:00-06:00,2025-12-18 08:20:00+00:00,2025-12-18T02:25:00-06:00,2025-12-18 08:25:00+00:00,NSPIN,0.25
2025-12-18T02:20:00-06:00,2025-12-18 08:20:00+00:00,2025-12-18T02:25:00-06:00,2025-12-18 08:25:00+00:00,REGDN,0.07
2025-12-18T02:20:00-06:00,2025-12-18 08:20:00+00:00,2025-12-18T02:25:00-06:00,2025-12-18 08:25:00+00:00,REGUP,0.01
2025-12-18T02:20:00-06:00,2025-12-18 08:20:00+00:00,2025-12-18T02:25:00-06:00,2025-12-18 08:25:00+00:00,RRS,0.03
2025-12-18T02:25:00-06:00,2025-12-18 08:25:00+00:00,2025-12-18T02:30:00-06:00,2025-12-18 08:30:00+00:00,ECRS,0.06
2025-12-18T02:25:00-06:00,2025-12-18 08:25:00+00:00,2025-12-18T02:30:00-06:00,2025-12-18 08:30:00+00:00,NSPIN,0.25
2025-12-18T02:25:00-06:00,2025-12-18 08:25:00+00:00,2025-12-18T02:30:00-06:00,2025-12-18 08:30:00+00:00,REGDN,0.09
2025-12-18T02:25:00-06:00,2025-12-18 08:25:00+00:00,2025-12-18T02:30:00-06:00,2025-12-18 08:30:00+00:00,REGUP,0.01
2025-12-18T02:25:00-06:00,2025-12-18 08:25:00+00:00,2025-12-18T02:30:00-06:00,2025-12-18 08:30:00+00:00,RRS,0.03
2025-12-18T02:30:00-06:00,2025-12-18 08:30:00+00:00,2025-12-18T02:35:00-06:00,2025-12-18 08:35:00+00:00,ECRS,0.06
2025-12-18T02:30:00-06:00,2025-12-18 08:30:00+00:00,2025-12-18T02:35:00-06:00,2025-12-18 08:35:00+00:00,NSPIN,0.25
2025-12-18T02:30:00-06:00,2025-12-18 08:30:00+00:00,2025-12-18T02:35:00-06:00,2025-12-18 08:35:00+00:00,REGDN,0.08
2025-12-18T02:30:00-06:00,2025-12-18 08:30:00+00:00,2025-12-18T02:35:00-06:00,2025-12-18 08:35:00+00:00,REGUP,0.01
2025-12-18T02:30:00-06:00,2025-12-18 08:30:00+00:00,2025-12-18T02:35:00-06:00,2025-12-18 08:35:00+00:00,RRS,0.03
2025-12-18T02:35:00-06:00,2025-12-18 08:35:00+00:00,2025-12-18T02:40:00-06:00,2025-12-18 08:40:00+00:00,ECRS,0.06
2025-12-18T02:35:00-06:00,2025-12-18 08:35:00+00:00,2025-12-18T02:40:00-06:00,2025-12-18 08:40:00+00:00,NSPIN,0.25
2025-12-18T02:35:00-06:00,2025-12-18 08:35:00+00:00,2025-12-18T02:40:00-06:00,2025-12-18 08:40:00+00:00,REGDN,0.09
2025-12-18T02:35:00-06:00,2025-12-18 08:35:00+00:00,2025-12-18T02:40:00-06:00,2025-12-18 08:40:00+00:00,REGUP,0.01
2025-12-18T02:35:00-06:00,2025-12-18 08:35:00+00:00,2025-12-18T02:40:00-06:00,2025-12-18 08:40:00+00:00,RRS,0.03
2025-12-18T02:40:00-06:00,2025-12-18 08:40:00+00:00,2025-12-18T02:45:00-06:00,2025-12-18 08:45:00+00:00,ECRS,0.06
2025-12-18T02:40:00-06:00,2025-12-18 08:40:00+00:00,2025-12-18T02:45:00-06:00,2025-12-18 08:45:00+00:00,NSPIN,0.25
2025-12-18T02:40:00-06:00,2025-12-18 08:40:00+00:00,2025-12-18T02:45:00-06:00,2025-12-18 08:45:00+00:00,REGDN,0.07
2025-12-18T02:40:00-06:00,2025-12-18 08:40:00+00:00,2025-12-18T02:45:00-06:00,2025-12-18 08:45:00+00:00,REGUP,0.01
2025-12-18T02:40:00-06:00,2025-12-18 08:40:00+00:00,2025-12-18T02:45:00-06:00,2025-12-18 08:45:00+00:00,RRS,0.03
2025-12-18T02:45:00-06:00,2025-12-18 08:45:00+00:00,2025-12-18T02:50:00-06:00,2025-12-18 08:50:00+00:00,ECRS,0.06
2025-12-18T02:45:00-06:00,2025-12-18 08:45:00+00:00,2025-12-18T02:50:00-06:00,2025-12-18 08:50:00+00:00,NSPIN,0.25
2025-12-18T02:45:00-06:00,2025-12-18 08:45:00+00:00,2025-12-18T02:50:00-06:00,2025-12-18 08:50:00+00:00,REGDN,0.1
2025-12-18T02:45:00-06:00,2025-12-18 08:45:00+00:00,2025-12-18T02:50:00-06:00,2025-12-18 08:50:00+00:00,REGUP,0.01
2025-12-18T02:45:00-06:00,2025-12-18 08:45:00+00:00,2025-12-18T02:50:00-06:00,2025-12-18 08:50:00+00:00,RRS,0.03
2025-12-18T02:50:00-06:00,2025-12-18 08:50:00+00:00,2025-12-18T02:55:00-06:00,2025-12-18 08:55:00+00:00,ECRS,0.06
2025-12-18T02:50:00-06:00,2025-12-18 08:50:00+00:00,2025-12-18T02:55:00-06:00,2025-12-18 08:55:00+00:00,NSPIN,0.25
2025-12-18T02:50:00-06:00,2025-12-18 08:50:00+00:00,2025-12-18T02:55:00-06:00,2025-12-18 08:55:00+00:00,REGDN,0.12
2025-12-18T02:50:00-06:00,2025-12-18 08:50:00+00:00,2025-12-18T02:55:00-06:00,2025-12-18 08:55:00+00:00,REGUP,0.01
2025-12-18T02:50:00-06:00,2025-12-18 08:50:00+00:00,2025-12-18T02:55:00-06:00,2025-12-18 08:55:00+00:00,RRS,0.03
2025-12-18T02:55:00-06:00,2025-12-18 08:55:00+00:00,2025-12-18T03:00:00-06:00,2025-12-18 09:00:00+00:00,ECRS,0.06
2025-12-18T02:55:00-06:00,2025-12-18 08:55:00+00:00,2025-12-18T03:00:00-06:00,2025-12-18 09:00:00+00:00,NSPIN,0.25
2025-12-18T02:55:00-06:00,2025-12-18 08:55:00+00:00,2025-12-18T03:00:00-06:00,2025-12-18 09:00:00+00:00,REGDN,0.13
2025-12-18T02:55:00-06:00,2025-12-18 08:55:00+00:00,2025-12-18T03:00:00-06:00,2025-12-18 09:00:00+00:00,REGUP,0.01
2025-12-18T02:55:00-06:00,2025-12-18 08:55:00+00:00,2025-12-18T03:00:00-06:00,2025-12-18 09:00:00+00:00,RRS,0.03
2025-12-18T03:00:00-06:00,2025-12-18 09:00:00+00:00,2025-12-18T03:05:00-06:00,2025-12-18 09:05:00+00:00,ECRS,0.06
2025-12-18T03:00:00-06:00,2025-12-18 09:00:00+00:00,2025-12-18T03:05:00-06:00,2025-12-18 09:05:00+00:00,NSPIN,0.25
2025-12-18T03:00:00-06:00,2025-12-18 09:00:00+00:00,2025-12-18T03:05:00-06:00,2025-12-18 09:05:00+00:00,REGDN,0.1
2025-12-18T03:00:00-06:00,2025-12-18 09:00:00+00:00,2025-12-18T03:05:00-06:00,2025-12-18 09:05:00+00:00,REGUP,0.01
2025-12-18T03:00:00-06:00,2025-12-18 09:00:00+00:00,2025-12-18T03:05:00-06:00,2025-12-18 09:05:00+00:00,RRS,0.03
2025-12-18T03:05:00-06:00,2025-12-18 09:05:00+00:00,2025-12-18T03:10:00-06:00,2025-12-18 09:10:00+00:00,ECRS,0.04
2025-12-18T03:05:00-06:00,2025-12-18 09:05:00+00:00,2025-12-18T03:10:00-06:00,2025-12-18 09:10:00+00:00,NSPIN,0.25
2025-12-18T03:05:00-06:00,2025-12-18 09:05:00+00:00,2025-12-18T03:10:00-06:00,2025-12-18 09:10:00+00:00,REGDN,0.05
2025-12-18T03:05:00-06:00,2025-12-18 09:05:00+00:00,2025-12-18T03:10:00-06:00,2025-12-18 09:10:00+00:00,REGUP,0.01
2025-12-18T03:05:00-06:00,2025-12-18 09:05:00+00:00,2025-12-18T03:10:00-06:00,2025-12-18 09:10:00+00:00,RRS,0.03
2025-12-18T03:10:00-06:00,2025-12-18 09:10:00+00:00,2025-12-18T03:15:00-06:00,2025-12-18 09:15:00+00:00,ECRS,0.04
2025-12-18T03:10:00-06:00,2025-12-18 09:10:00+00:00,2025-12-18T03:15:00-06:00,2025-12-18 09:15:00+00:00,NSPIN,0.25
2025-12-18T03:10:00-06:00,2025-12-18 09:10:00+00:00,2025-12-18T03:15:00-06:00,2025-12-18 09:15:00+00:00,REGDN,0.06
2025-12-18T03:10:00-06:00,2025-12-18 09:10:00+00:00,2025-12-18T03:15:00-06:00,2025-12-18 09:15:00+00:00,REGUP,0.01
2025-12-18T03:10:00-06:00,2025-12-18 09:10:00+00:00,2025-12-18T03:15:00-06:00,2025-12-18 09:15:00+00:00,RRS,0.03
2025-12-18T03:15:00-06:00,2025-12-18 09:15:00+00:00,2025-12-18T03:20:00-06:00,2025-12-18 09:20:00+00:00,ECRS,0.04
2025-12-18T03:15:00-06:00,2025-12-18 09:15:00+00:00,2025-12-18T03:20:00-06:00,2025-12-18 09:20:00+00:00,NSPIN,0.25
2025-12-18T03:15:00-06:00,2025-12-18 09:15:00+00:00,2025-12-18T03:20:00-06:00,2025-12-18 09:20:00+00:00,REGDN,0.06
2025-12-18T03:15:00-06:00,2025-12-18 09:15:00+00:00,2025-12-18T03:20:00-06:00,2025-12-18 09:20:00+00:00,REGUP,0.01
2025-12-18T03:15:00-06:00,2025-12-18 09:15:00+00:00,2025-12-18T03:20:00-06:00,2025-12-18 09:20:00+00:00,RRS,0.03
2025-12-18T03:20:00-06:00,2025-12-18 09:20:00+00:00,2025-12-18T03:25:00-06:00,2025-12-18 09:25:00+00:00,ECRS,0.04
2025-12-18T03:20:00-06:00,2025-12-18 09:20:00+00:00,2025-12-18T03:25:00-06:00,2025-12-18 09:25:00+00:00,NSPIN,0.25
2025-12-18T03:20:00-06:00,2025-12-18 09:20:00+00:00,2025-12-18T03:25:00-06:00,2025-12-18 09:25:00+00:00,REGDN,0.12
2025-12-18T03:20:00-06:00,2025-12-18 09:20:00+00:00,2025-12-18T03:25:00-06:00,2025-12-18 09:25:00+00:00,REGUP,0.01
2025-12-18T03:20:00-06:00,2025-12-18 09:20:00+00:00,2025-12-18T03:25:00-06:00,2025-12-18 09:25:00+00:00,RRS,0.03
2025-12-18T03:25:00-06:00,2025-12-18 09:25:00+00:00,2025-12-18T03:30:00-06:00,2025-12-18 09:30:00+00:00,ECRS,0.04
2025-12-18T03:25:00-06:00,2025-12-18 09:25:00+00:00,2025-12-18T03:30:00-06:00,2025-12-18 09:30:00+00:00,NSPIN,0.25
2025-12-18T03:25:00-06:00,2025-12-18 09:25:00+00:00,2025-12-18T03:30:00-06:00,2025-12-18 09:30:00+00:00,REGDN,0.07
2025-12-18T03:25:00-06:00,2025-12-18 09:25:00+00:00,2025-12-18T03:30:00-06:00,2025-12-18 09:30:00+00:00,REGUP,0.01
2025-12-18T03:25:00-06:00,2025-12-18 09:25:00+00:00,2025-12-18T03:30:00-06:00,2025-12-18 09:30:00+00:00,RRS,0.03
2025-12-18T03:30:00-06:00,2025-12-18 09:30:00+00:00,2025-12-18T03:35:00-06:00,2025-12-18 09:35:00+00:00,ECRS,0.04
2025-12-18T03:30:00-06:00,2025-12-18 09:30:00+00:00,2025-12-18T03:35:00-06:00,2025-12-18 09:35:00+00:00,NSPIN,0.25
2025-12-18T03:30:00-06:00,2025-12-18 09:30:00+00:00,2025-12-18T03:35:00-06:00,2025-12-18 09:35:00+00:00,REGDN,0.05
2025-12-18T03:30:00-06:00,2025-12-18 09:30:00+00:00,2025-12-18T03:35:00-06:00,2025-12-18 09:35:00+00:00,REGUP,0.01
2025-12-18T03:30:00-06:00,2025-12-18 09:30:00+00:00,2025-12-18T03:35:00-06:00,2025-12-18 09:35:00+00:00,RRS,0.03
2025-12-18T03:35:00-06:00,2025-12-18 09:35:00+00:00,2025-12-18T03:40:00-06:00,2025-12-18 09:40:00+00:00,ECRS,0.04
2025-12-18T03:35:00-06:00,2025-12-18 09:35:00+00:00,2025-12-18T03:40:00-06:00,2025-12-18 09:40:00+00:00,NSPIN,0.25
2025-12-18T03:35:00-06:00,2025-12-18 09:35:00+00:00,2025-12-18T03:40:00-06:00,2025-12-18 09:40:00+00:00,REGDN,0.06
2025-12-18T03:35:00-06:00,2025-12-18 09:35:00+00:00,2025-12-18T03:40:00-06:00,2025-12-18 09:40:00+00:00,REGUP,0.01
2025-12-18T03:35:00-06:00,2025-12-18 09:35:00+00:00,2025-12-18T03:40:00-06:00,2025-12-18 09:40:00+00:00,RRS,0.03
2025-12-18T03:40:00-06:00,2025-12-18 09:40:00+00:00,2025-12-18T03:45:00-06:00,2025-12-18 09:45:00+00:00,ECRS,0.06
2025-12-18T03:40:00-06:00,2025-12-18 09:40:00+00:00,2025-12-18T03:45:00-06:00,2025-12-18 09:45:00+00:00,NSPIN,0.25
2025-12-18T03:40:00-06:00,2025-12-18 09:40:00+00:00,2025-12-18T03:45:00-06:00,2025-12-18 09:45:00+00:00,REGDN,0.08
2025-12-18T03:40:00-06:00,2025-12-18 09:40:00+00:00,2025-12-18T03:45:00-06:00,2025-12-18 09:45:00+00:00,REGUP,0.01
2025-12-18T03:40:00-06:00,2025-12-18 09:40:00+00:00,2025-12-18T03:45:00-06:00,2025-12-18 09:45:00+00:00,RRS,0.03
2025-12-18T03:45:00-06:00,2025-12-18 09:45:00+00:00,2025-12-18T03:50:00-06:00,2025-12-18 09:50:00+00:00,ECRS,0.05
2025-12-18T03:45:00-06:00,2025-12-18 09:45:00+00:00,2025-12-18T03:50:00-06:00,2025-12-18 09:50:00+00:00,NSPIN,0.25
2025-12-18T03:45:00-06:00,2025-12-18 09:45:00+00:00,2025-12-18T03:50:00-06:00,2025-12-18 09:50:00+00:00,REGDN,0.09
2025-12-18T03:45:00-06:00,2025-12-18 09:45:00+00:00,2025-12-18T03:50:00-06:00,2025-12-18 09:50:00+00:00,REGUP,0.01
2025-12-18T03:45:00-06:00,2025-12-18 09:45:00+00:00,2025-12-18T03:50:00-06:00,2025-12-18 09:50:00+00:00,RRS,0.03
2025-12-18T03:50:00-06:00,2025-12-18 09:50:00+00:00,2025-12-18T03:55:00-06:00,2025-12-18 09:55:00+00:00,ECRS,0.05
2025-12-18T03:50:00-06:00,2025-12-18 09:50:00+00:00,2025-12-18T03:55:00-06:00,2025-12-18 09:55:00+00:00,NSPIN,0.25
2025-12-18T03:50:00-06:00,2025-12-18 09:50:00+00:00,2025-12-18T03:55:00-06:00,2025-12-18 09:55:00+00:00,REGDN,0.09
2025-12-18T03:50:00-06:00,2025-12-18 09:50:00+00:00,2025-12-18T03:55:00-06:00,2025-12-18 09:55:00+00:00,REGUP,0.01
2025-12-18T03:50:00-06:00,2025-12-18 09:50:00+00:00,2025-12-18T03:55:00-06:00,2025-12-18 09:55:00+00:00,RRS,0.03
2025-12-18T03:55:00-06:00,2025-12-18 09:55:00+00:00,2025-12-18T04:00:00-06:00,2025-12-18 10:00:00+00:00,ECRS,0.05
2025-12-18T03:55:00-06:00,2025-12-18 09:55:00+00:00,2025-12-18T04:00:00-06:00,2025-12-18 10:00:00+00:00,NSPIN,0.25
2025-12-18T03:55:00-06:00,2025-12-18 09:55:00+00:00,2025-12-18T04:00:00-06:00,2025-12-18 10:00:00+00:00,REGDN,0.11
2025-12-18T03:55:00-06:00,2025-12-18 09:55:00+00:00,2025-12-18T04:00:00-06:00,2025-12-18 10:00:00+00:00,REGUP,0.02
2025-12-18T03:55:00-06:00,2025-12-18 09:55:00+00:00,2025-12-18T04:00:00-06:00,2025-12-18 10:00:00+00:00,RRS,0.03
2025-12-18T04:00:00-06:00,2025-12-18 10:00:00+00:00,2025-12-18T04:05:00-06:00,2025-12-18 10:05:00+00:00,ECRS,0.05
2025-12-18T04:00:00-06:00,2025-12-18 10:00:00+00:00,2025-12-18T04:05:00-06:00,2025-12-18 10:05:00+00:00,NSPIN,0.25
2025-12-18T04:00:00-06:00,2025-12-18 10:00:00+00:00,2025-12-18T04:05:00-06:00,2025-12-18 10:05:00+00:00,REGDN,0.12
2025-12-18T04:00:00-06:00,2025-12-18 10:00:00+00:00,2025-12-18T04:05:00-06:00,2025-12-18 10:05:00+00:00,REGUP,0.03
2025-12-18T04:00:00-06:00,2025-12-18 10:00:00+00:00,2025-12-18T04:05:00-06:00,2025-12-18 10:05:00+00:00,RRS,0.03
2025-12-18T04:05:00-06:00,2025-12-18 10:05:00+00:00,2025-12-18T04:10:00-06:00,2025-12-18 10:10:00+00:00,ECRS,0.05
2025-12-18T04:05:00-06:00,2025-12-18 10:05:00+00:00,2025-12-18T04:10:00-06:00,2025-12-18 10:10:00+00:00,NSPIN,0.25
2025-12-18T04:05:00-06:00,2025-12-18 10:05:00+00:00,2025-12-18T04:10:00-06:00,2025-12-18 10:10:00+00:00,REGDN,0.12
2025-12-18T04:05:00-06:00,2025-12-18 10:05:00+00:00,2025-12-18T04:10:00-06:00,2025-12-18 10:10:00+00:00,REGUP,0.03
2025-12-18T04:05:00-06:00,2025-12-18 10:05:00+00:00,2025-12-18T04:10:00-06:00,2025-12-18 10:10:00+00:00,RRS,0.03
2025-12-18T04:10:00-06:00,2025-12-18 10:10:00+00:00,2025-12-18T04:15:00-06:00,2025-12-18 10:15:00+00:00,ECRS,0.05
2025-12-18T04:10:00-06:00,2025-12-18 10:10:00+00:00,2025-12-18T04:15:00-06:00,2025-12-18 10:15:00+00:00,NSPIN,0.25
2025-12-18T04:10:00-06:00,2025-12-18 10:10:00+00:00,2025-12-18T04:15:00-06:00,2025-12-18 10:15:00+00:00,REGDN,0.11
2025-12-18T04:10:00-06:00,2025-12-18 10:10:00+00:00,2025-12-18T04:15:00-06:00,2025-12-18 10:15:00+00:00,REGUP,0.04
2025-12-18T04:10:00-06:00,2025-12-18 10:10:00+00:00,2025-12-18T04:15:00-06:00,2025-12-18 10:15:00+00:00,RRS,0.03
2025-12-18T04:15:00-06:00,2025-12-18 10:15:00+00:00,2025-12-18T04:20:00-06:00,2025-12-18 10:20:00+00:00,ECRS,0.05
2025-12-18T04:15:00-06:00,2025-12-18 10:15:00+00:00,2025-12-18T04:20:00-06:00,2025-12-18 10:20:00+00:00,NSPIN,0.25
2025-12-18T04:15:00-06:00,2025-12-18 10:15:00+00:00,2025-12-18T04:20:00-06:00,2025-12-18 10:20:00+00:00,REGDN,0.12
2025-12-18T04:15:00-06:00,2025-12-18 10:15:00+00:00,2025-12-18T04:20:00-06:00,2025-12-18 10:20:00+00:00,REGUP,0.03
2025-12-18T04:15:00-06:00,2025-12-18 10:15:00+00:00,2025-12-18T04:20:00-06:00,2025-12-18 10:20:00+00:00,RRS,0.03
2025-12-18T04:20:00-06:00,2025-12-18 10:20:00+00:00,2025-12-18T04:25:00-06:00,2025-12-18 10:25:00+00:00,ECRS,0.05
2025-12-18T04:20:00-06:00,2025-12-18 10:20:00+00:00,2025-12-18T04:25:00-06:00,2025-12-18 10:25:00+00:00,NSPIN,0.25
2025-12-18T04:20:00-06:00,2025-12-18 10:20:00+00:00,2025-12-18T04:25:00-06:00,2025-12-18 10:25:00+00:00,REGDN,0.13
2025-12-18T04:20:00-06:00,2025-12-18 10:20:00+00:00,2025-12-18T04:25:00-06:00,2025-12-18 10:25:00+00:00,REGUP,0.03
2025-12-18T04:20:00-06:00,2025-12-18 10:20:00+00:00,2025-12-18T04:25:00-06:00,2025-12-18 10:25:00+00:00,RRS,0.03
2025-12-18T04:25:00-06:00,2025-12-18 10:25:00+00:00,2025-12-18T04:30:00-06:00,2025-12-18 10:30:00+00:00,ECRS,0.05
2025-12-18T04:25:00-06:00,2025-12-18 10:25:00+00:00,2025-12-18T04:30:00-06:00,2025-12-18 10:30:00+00:00,NSPIN,0.25
2025-12-18T04:25:00-06:00,2025-12-18 10:25:00+00:00,2025-12-18T04:30:00-06:00,2025-12-18 10:30:00+00:00,REGDN,0.12
2025-12-18T04:25:00-06:00,2025-12-18 10:25:00+00:00,2025-12-18T04:30:00-06:00,2025-12-18 10:30:00+00:00,REGUP,0.03
2025-12-18T04:25:00-06:00,2025-12-18 10:25:00+00:00,2025-12-18T04:30:00-06:00,2025-12-18 10:30:00+00:00,RRS,0.03
2025-12-18T04:30:00-06:00,2025-12-18 10:30:00+00:00,2025-12-18T04:35:00-06:00,2025-12-18 10:35:00+00:00,ECRS,0.06
2025-12-18T04:30:00-06:00,2025-12-18 10:30:00+00:00,2025-12-18T04:35:00-06:00,2025-12-18 10:35:00+00:00,NSPIN,0.25
2025-12-18T04:30:00-06:00,2025-12-18 10:30:00+00:00,2025-12-18T04:35:00-06:00,2025-12-18 10:35:00+00:00,REGDN,0.12
2025-12-18T04:30:00-06:00,2025-12-18 10:30:00+00:00,2025-12-18T04:35:00-06:00,2025-12-18 10:35:00+00:00,REGUP,0.03
2025-12-18T04:30:00-06:00,2025-12-18 10:30:00+00:00,2025-12-18T04:35:00-06:00,2025-12-18 10:35:00+00:00,RRS,0.03
2025-12-18T04:35:00-06:00,2025-12-18 10:35:00+00:00,2025-12-18T04:40:00-06:00,2025-12-18 10:40:00+00:00,ECRS,0.06
2025-12-18T04:35:00-06:00,2025-12-18 10:35:00+00:00,2025-12-18T04:40:00-06:00,2025-12-18 10:40:00+00:00,NSPIN,0.25
2025-12-18T04:35:00-06:00,2025-12-18 10:35:00+00:00,2025-12-18T04:40:00-06:00,2025-12-18 10:40:00+00:00,REGDN,0.12
2025-12-18T04:35:00-06:00,2025-12-18 10:35:00+00:00,2025-12-18T04:40:00-06:00,2025-12-18 10:40:00+00:00,REGUP,0.03
2025-12-18T04:35:00-06:00,2025-12-18 10:35:00+00:00,2025-12-18T04:40:00-06:00,2025-12-18 10:40:00+00:00,RRS,0.03
2025-12-18T04:40:00-06:00,2025-12-18 10:40:00+00:00,2025-12-18T04:45:00-06:00,2025-12-18 10:45:00+00:00,ECRS,0.06
2025-12-18T04:40:00-06:00,2025-12-18 10:40:00+00:00,2025-12-18T04:45:00-06:00,2025-12-18 10:45:00+00:00,NSPIN,0.25
2025-12-18T04:40:00-06:00,2025-12-18 10:40:00+00:00,2025-12-18T04:45:00-06:00,2025-12-18 10:45:00+00:00,REGDN,0.12
2025-12-18T04:40:00-06:00,2025-12-18 10:40:00+00:00,2025-12-18T04:45:00-06:00,2025-12-18 10:45:00+00:00,REGUP,0.03
2025-12-18T04:40:00-06:00,2025-12-18 10:40:00+00:00,2025-12-18T04:45:00-06:00,2025-12-18 10:45:00+00:00,RRS,0.03
2025-12-18T04:45:00-06:00,2025-12-18 10:45:00+00:00,2025-12-18T04:50:00-06:00,2025-12-18 10:50:00+00:00,ECRS,0.05
2025-12-18T04:45:00-06:00,2025-12-18 10:45:00+00:00,2025-12-18T04:50:00-06:00,2025-12-18 10:50:00+00:00,NSPIN,0.25
2025-12-18T04:45:00-06:00,2025-12-18 10:45:00+00:00,2025-12-18T04:50:00-06:00,2025-12-18 10:50:00+00:00,REGDN,0.13
2025-12-18T04:45:00-06:00,2025-12-18 10:45:00+00:00,2025-12-18T04:50:00-06:00,2025-12-18 10:50:00+00:00,REGUP,0.03
2025-12-18T04:45:00-06:00,2025-12-18 10:45:00+00:00,2025-12-18T04:50:00-06:00,2025-12-18 10:50:00+00:00,RRS,0.03
2025-12-18T04:50:00-06:00,2025-12-18 10:50:00+00:00,2025-12-18T04:55:00-06:00,2025-12-18 10:55:00+00:00,ECRS,0.05
