interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,as_type,mcpc
2025-12-15T22:45:00-06:00,2025-12-16 04:45:00+00:00,2025-12-15T22:50:00-06:00,2025-12-16 04:50:00+00:00,RRS,0.02
2025-12-15T22:50:00-06:00,2025-12-16 04:50:00+00:00,2025-12-15T22:55:00-06:00,2025-12-16 04:55:00+00:00,ECRS,0.02
2025-12-15T22:50:00-06:00,2025-12-16 04:50:00+00:00,2025-12-15T22:55:00-06:00,2025-12-16 04:55:00+00:00,NSPIN,0.24
2025-12-15T22:50:00-06:00,2025-12-16 04:50:00+00:00,2025-12-15T22:55:00-06:00,2025-12-16 04:55:00+00:00,REGDN,0.2
2025-12-15T22:50:00-06:00,2025-12-16 04:50:00+00:00,2025-12-15T22:55:00-06:00,2025-12-16 04:55:00+00:00,REGUP,0.21
2025-12-15T22:50:00-06:00,2025-12-16 04:50:00+00:00,2025-12-15T22:55:00-06:00,2025-12-16 04:55:00+00:00,RRS,0.02
2025-12-15T22:55:00-06:00,2025-12-16 04:55:00+00:00,2025-12-15T23:00:00-06:00,2025-12-16 05:00:00+00:00,ECRS,0.01
2025-12-15T22:55:00-06:00,2025-12-16 04:55:00+00:00,2025-12-15T23:00:00-06:00,2025-12-16 05:00:00+00:00,NSPIN,0.2
2025-12-15T22:55:00-06:00,2025-12-16 04:55:00+00:00,2025-12-15T23:00:00-06:00,2025-12-16 05:00:00+00:00,REGDN,0.14
2025-12-15T22:55:00-06:00,2025-12-16 04:55:00+00:00,2025-12-15T23:00:00-06:00,2025-12-16 05:00:00+00:00,REGUP,0.21
2025-12-15T22:55:00-06:00,2025-12-16 04:55:00+00:00,2025-12-15T23:00:00-06:00,2025-12-16 05:00:00+00:00,RRS,0.01
2025-12-15T23:00:00-06:00,2025-12-16 05:00:00+00:00,2025-12-15T23:05:00-06:00,2025-12-16 05:05:00+00:00,ECRS,0.05
2025-12-15T23:00:00-06:00,2025-12-16 05:00:00+00:00,2025-12-15T23:05:00-06:00,2025-12-16 05:05:00+00:00,NSPIN,0.25
2025-12-15T23:00:00-06:00,2025-12-16 05:00:00+00:00,2025-12-15T23:05:00-06:00,2025-12-16 05:05:00+00:00,REGDN,0.1
2025-12-15T23:00:00-06:00,2025-12-16 05:00:00+00:00,2025-12-15T23:05:00-06:00,2025-12-16 05:05:00+00:00,REGUP,0.17
2025-12-15T23:00:00-06:00,2025-12-16 05:00:00+00:00,2025-12-15T23:05:00-06:00,2025-12-16 05:05:00+00:00,RRS,0.03
2025-12-15T23:05:00-06:00,2025-12-16 05:05:00+00:00,2025-12-15T23:10:00-06:00,2025-12-16 05:10:00+00:00,ECRS,0.02
2025-12-15T23:05:00-06:00,2025-12-16 05:05:00+00:00,2025-12-15T23:10:00-06:00,2025-12-16 05:10:00+00:00,NSPIN,0.25
2025-12-15T23:05:00-06:00,2025-12-16 05:05:00+00:00,2025-12-15T23:10:00-06:00,2025-12-16 05:10:00+00:00,REGDN,0.1
2025-12-15T23:05:00-06:00,2025-12-16 05:05:00+00:00,2025-12-15T23:10:00-06:00,2025-12-16 05:10:00+00:00,REGUP,0.17
2025-12-15T23:05:00-06:00,2025-12-16 05:05:00+00:00,2025-12-15T23:10:00-06:00,2025-12-16 05:10:00+00:00,RRS,0.02
2025-12-15T23:10:00-06:00,2025-12-16 05:10:00+00:00,2025-12-15T23:15:00-06:00,2025-12-16 05:15:00+00:00,ECRS,0.03
2025-12-15T23:10:00-06:00,2025-12-16 05:10:00+00:00,2025-12-15T23:15:00-06:00,2025-12-16 05:15:00+00:00,NSPIN,0.25
2025-12-15T23:10:00-06:00,2025-12-16 05:10:00+00:00,2025-12-15T23:15:00-06:00,2025-12-16 05:15:00+00:00,REGDN,0.1
2025-12-15T23:10:00-06:00,2025-12-16 05:10:00+00:00,2025-12-15T23:15:00-06:00,2025-12-16 05:15:00+00:00,REGUP,0.17
2025-12-15T23:10:00-06:00,2025-12-16 05:10:00+00:00,2025-12-15T23:15:00-06:00,2025-12-16 05:15:00+00:00,RRS,0.02
2025-12-15T23:15:00-06:00,2025-12-16 05:15:00+00:00,2025-12-15T23:20:00-06:00,2025-12-16 05:20:00+00:00,ECRS,0.01
2025-12-15T23:15:00-06:00,2025-12-16 05:15:00+00:00,2025-12-15T23:20:00-06:00,2025-12-16 05:20:00+00:00,NSPIN,0.25
2025-12-15T23:15:00-06:00,2025-12-16 05:15:00+00:00,2025-12-15T23:20:00-06:00,2025-12-16 05:20:00+00:00,REGDN,0.1
2025-12-15T23:15:00-06:00,2025-12-16 05:15:00+00:00,2025-12-15T23:20:00-06:00,2025-12-16 05:20:00+00:00,REGUP,0.21
2025-12-15T23:15:00-06:00,2025-12-16 05:15:00+00:00,2025-12-15T23:20:00-06:00,2025-12-16 05:20:00+00:00,RRS,0.01
2025-12-15T23:20:00-06:00,2025-12-16 05:20:00+00:00,2025-12-15T23:25:00-06:00,2025-12-16 05:25:00+00:00,ECRS,0.02
2025-12-15T23:20:00-06:00,2025-12-16 05:20:00+00:00,2025-12-15T23:25:00-06:00,2025-12-16 05:25:00+00:00,NSPIN,0.25
2025-12-15T23:20:00-06:00,2025-12-16 05:20:00+00:00,2025-12-15T23:25:00-06:00,2025-12-16 05:25:00+00:00,REGDN,0.1
2025-12-15T23:20:00-06:00,2025-12-16 05:20:00+00:00,2025-12-15T23:25:00-06:00,2025-12-16 05:25:00+00:00,REGUP,0.22
2025-12-15T23:20:00-06:00,2025-12-16 05:20:00+00:00,2025-12-15T23:25:00-06:00,2025-12-16 05:25:00+00:00,RRS,0.02
2025-12-15T23:25:00-06:00,2025-12-16 05:25:00+00:00,2025-12-15T23:30:00-06:00,2025-12-16 05:30:00+00:00,ECRS,0.02
2025-12-15T23:25:00-06:00,2025-12-16 05:25:00+00:00,2025-12-15T23:30:00-06:00,2025-12-16 05:30:00+00:00,NSPIN,0.25
2025-12-15T23:25:00-06:00,2025-12-16 05:25:00+00:00,2025-12-15T23:30:00-06:00,2025-12-16 05:30:00+00:00,REGDN,0.1
2025-12-15T23:25:00-06:00,2025-12-16 05:25:00+00:00,2025-12-15T23:30:00-06:00,2025-12-16 05:30:00+00:00,REGUP,0.22
2025-12-15T23:25:00-06:00,2025-12-16 05:25:00+00:00,2025-12-15T23:30:00-06:00,2025-12-16 05:30:00+00:00,RRS,0.02
2025-12-15T23:30:00-06:00,2025-12-16 05:30:00+00:00,2025-12-15T23:35:00-06:00,2025-12-16 05:35:00+00:00,ECRS,0.03
2025-12-15T23:30:00-06:00,2025-12-16 05:30:00+00:00,2025-12-15T23:35:00-06:00,2025-12-16 05:35:00+00:00,NSPIN,0.25
2025-12-15T23:30:00-06:00,2025-12-16 05:30:00+00:00,2025-12-15T23:35:00-06:00,2025-12-16 05:35:00+00:00,REGDN,0.1
2025-12-15T23:30:00-06:00,2025-12-16 05:30:00+00:00,2025-12-15T23:35:00-06:00,2025-12-16 05:35:00+00:00,REGUP,0.13
2025-12-15T23:30:00-06:00,2025-12-16 05:30:00+00:00,2025-12-15T23:35:00-06:00,2025-12-16 05:35:00+00:00,RRS,0.02
2025-12-15T23:35:00-06:00,2025-12-16 05:35:00+00:00,2025-12-15T23:40:00-06:00,2025-12-16 05:40:00+00:00,ECRS,0.03
2025-12-15T23:35:00-06:00,2025-12-16 05:35:00+00:00,2025-12-15T23:40:00-06:00,2025-12-16 05:40:00+00:00,NSPIN,0.25
2025-12-15T23:35:00-06:00,2025-12-16 05:35:00+00:00,2025-12-15T23:40:00-06:00,2025-12-16 05:40:00+00:00,REGDN,0.1
2025-12-15T23:35:00-06:00,2025-12-16 05:35:00+00:00,2025-12-15T23:40:00-06:00,2025-12-16 05:40:00+00:00,REGUP,0.13
2025-12-15T23:35:00-06:00,2025-12-16 05:35:00+00:00,2025-12-15T23:40:00-06:00,2025-12-16 05:40:00+00:00,RRS,0.02
2025-12-15T23:40:00-06:00,2025-12-16 05:40:00+00:00,2025-12-15T23:45:00-06:00,2025-12-16 05:45:00+00:00,ECRS,0.03
2025-12-15T23:40:00-06:00,2025-12-16 05:40:00+00:00,2025-12-15T23:45:00-06:00,2025-12-16 05:45:00+00:00,NSPIN,0.25
2025-12-15T23:40:00-06:00,2025-12-16 05:40:00+00:00,2025-12-15T23:45:00-06:00,2025-12-16 05:45:00+00:00,REGDN,0.1
2025-12-15T23:40:00-06:00,2025-12-16 05:40:00+00:00,2025-12-15T23:45:00-06:00,2025-12-16 05:45:00+00:00,REGUP,0.13
2025-12-15T23:40:00-06:00,2025-12-16 05:40:00+00:00,2025-12-15T23:45:00-06:00,2025-12-16 05:45:00+00:00,RRS,0.02
2025-12-15T23:45:00-06:00,2025-12-16 05:45:00+00:00,2025-12-15T23:50:00-06:00,2025-12-16 05:50:00+00:00,ECRS,0.03
2025-12-15T23:45:00-06:00,2025-12-16 05:45:00+00:00,2025-12-15T23:50:00-06:00,2025-12-16 05:50:00+00:00,NSPIN,0.24
2025-12-15T23:45:00-06:00,2025-12-16 05:45:00+00:00,2025-12-15T23:50:00-06:00,2025-12-16 05:50:00+00:00,REGDN,0.1
2025-12-15T23:45:00-06:00,2025-12-16 05:45:00+00:00,2025-12-15T23:50:00-06:00,2025-12-16 05:50:00+00:00,REGUP,0.1
2025-12-15T23:45:00-06:00,2025-12-16 05:45:00+00:00,2025-12-15T23:50:00-06:00,2025-12-16 05:50:00+00:00,RRS,0.02
2025-12-15T23:50:00-06:00,2025-12-16 05:50:00+00:00,2025-12-15T23:55:00-06:00,2025-12-16 05:55:00+00:00,ECRS,0.03
2025-12-15T23:50:00-06:00,2025-12-16 05:50:00+00:00,2025-12-15T23:55:00-06:00,2025-12-16 05:55:00+00:00,NSPIN,0.23
2025-12-15T23:50:00-06:00,2025-12-16 05:50:00+00:00,2025-12-15T23:55:00-06:00,2025-12-16 05:55:00+00:00,REGDN,0.1
2025-12-15T23:50:00-06:00,2025-12-16 05:50:00+00:00,2025-12-15T23:55:00-06:00,2025-12-16 05:55:00+00:00,REGUP,0.1
2025-12-15T23:50:00-06:00,2025-12-16 05:50:00+00:00,2025-12-15T23:55:00-06:00,2025-12-16 05:55:00+00:00,RRS,0.01
2025-12-15T23:55:00-06:00,2025-12-16 05:55:00+00:00,2025-12-16T00:00:00-06:00,2025-12-16 06:00:00+00:00,ECRS,0.01
2025-12-15T23:55:00-06:00,2025-12-16 05:55:00+00:00,2025-12-16T00:00:00-06:00,2025-12-16 06:00:00+00:00,NSPIN,0.21
2025-12-15T23:55:00-06:00,2025-12-16 05:55:00+00:00,2025-12-16T00:00:00-06:00,2025-12-16 06:00:00+00:00,REGDN,0.06
2025-12-15T23:55:00-06:00,2025-12-16 05:55:00+00:00,2025-12-16T00:00:00-06:00,2025-12-16 06:00:00+00:00,REGUP,0
2025-12-15T23:55:00-06:00,2025-12-16 05:55:00+00:00,2025-12-16T00:00:00-06:00,2025-12-16 06:00:00+00:00,RRS,0.01
2025-12-16T00:00:00-06:00,2025-12-16 06:00:00+00:00,2025-12-16T00:05:00-06:00,2025-12-16 06:05:00+00:00,ECRS,0.04
2025-12-16T00:00:00-06:00,2025-12-16 06:00:00+00:00,2025-12-16T00:05:00-06:00,2025-12-16 06:05:00+00:00,NSPIN,0.25
2025-12-16T00:00:00-06:00,2025-12-16 06:00:00+00:00,2025-12-16T00:05:00-06:00,2025-12-16 06:05:00+00:00,REGDN,0.2
2025-12-16T00:00:00-06:00,2025-12-16 06:00:00+00:00,2025-12-16T00:05:00-06:00,2025-12-16 06:05:00+00:00,REGUP,0
2025-12-16T00:00:00-06:00,2025-12-16 06:00:00+00:00,2025-12-16T00:05:00-06:00,2025-12-16 06:05:00+00:00,RRS,0.03
2025-12-16T00:05:00-06:00,2025-12-16 06:05:00+00:00,2025-12-16T00:10:00-06:00,2025-12-16 06:10:00+00:00,ECRS,0.03
2025-12-16T00:05:00-06:00,2025-12-16 06:05:00+00:00,2025-12-16T00:10:00-06:00,2025-12-16 06:10:00+00:00,NSPIN,0.22
2025-12-16T00:05:00-06:00,2025-12-16 06:05:00+00:00,2025-12-16T00:10:00-06:00,2025-12-16 06:10:00+00:00,REGDN,0.29
2025-12-16T00:05:00-06:00,2025-12-16 06:05:00+00:00,2025-12-16T00:10:00-06:00,2025-12-16 06:10:00+00:00,REGUP,0
2025-12-16T00:05:00-06:00,2025-12-16 06:05:00+00:00,2025-12-16T00:10:00-06:00,2025-12-16 06:10:00+00:00,RRS,0.02
2025-12-16T00:10:00-06:00,2025-12-16 06:10:00+00:00,2025-12-16T00:15:00-06:00,2025-12-16 06:15:00+00:00,ECRS,0.03
2025-12-16T00:10:00-06:00,2025-12-16 06:10:00+00:00,2025-12-16T00:15:00-06:00,2025-12-16 06:15:00+00:00,NSPIN,0.22
2025-12-16T00:10:00-06:00,2025-12-16 06:10:00+00:00,2025-12-16T00:15:00-06:00,2025-12-16 06:15:00+00:00,REGDN,0.3
2025-12-16T00:10:00-06:00,2025-12-16 06:10:00+00:00,2025-12-16T00:15:00-06:00,2025-12-16 06:15:00+00:00,REGUP,0
2025-12-16T00:10:00-06:00,2025-12-16 06:10:00+00:00,2025-12-16T00:15:00-06:00,2025-12-16 06:15:00+00:00,RRS,0.02
2025-12-16T00:15:00-06:00,2025-12-16 06:15:00+00:00,2025-12-16T00:20:00-06:00,2025-12-16 06:20:00+00:00,ECRS,0.02
2025-12-16T00:15:00-06:00,2025-12-16 06:15:00+00:00,2025-12-16T00:20:00-06:00,2025-12-16 06:20:00+00:00,NSPIN,0.2
2025-12-16T00:15:00-06:00,2025-12-16 06:15:00+00:00,2025-12-16T00:20:00-06:00,2025-12-16 06:20:00+00:00,REGDN,0
2025-12-16T00:15:00-06:00,2025-12-16 06:15:00+00:00,2025-12-16T00:20:00-06:00,2025-12-16 06:20:00+00:00,REGUP,0
2025-12-16T00:15:00-06:00,2025-12-16 06:15:00+00:00,2025-12-16T00:20:00-06:00,2025-12-16 06:20:00+00:00,RRS,0.01
2025-12-16T00:20:00-06:00,2025-12-16 06:20:00+00:00,2025-12-16T00:25:00-06:00,2025-12-16 06:25:00+00:00,ECRS,0.02
2025-12-16T00:20:00-06:00,2025-12-16 06:20:00+00:00,2025-12-16T00:25:00-06:00,2025-12-16 06:25:00+00:00,NSPIN,0.2
2025-12-16T00:20:00-06:00,2025-12-16 06:20:00+00:00,2025-12-16T00:25:00-06:00,2025-12-16 06:25:00+00:00,REGDN,0
2025-12-16T00:20:00-06:00,2025-12-16 06:20:00+00:00,2025-12-16T00:25:00-06:00,2025-12-16 06:25:00+00:00,REGUP,0
2025-12-16T00:20:00-06:00,2025-12-16 06:20:00+00:00,2025-12-16T00:25:00-06:00,2025-12-16 06:25:00+00:00,RRS,0.01
2025-12-16T00:25:00-06:00,2025-12-16 06:25:00+00:00,2025-12-16T00:30:00-06:00,2025-12-16 06:30:00+00:00,ECRS,0.02
2025-12-16T00:25:00-06:00,2025-12-16 06:25:00+00:00,2025-12-16T00:30:00-06:00,2025-12-16 06:30:00+00:00,NSPIN,0.2
2025-12-16T00:25:00-06:00,2025-12-16 06:25:00+00:00,2025-12-16T00:30:00-06:00,2025-12-16 06:30:00+00:00,REGDN,0
2025-12-16T00:25:00-06:00,2025-12-16 06:25:00+00:00,2025-12-16T00:30:00-06:00,2025-12-16 06:30:00+00:00,REGUP,0
2025-12-16T00:25:00-06:00,2025-12-16 06:25:00+00:00,2025-12-16T00:30:00-06:00,2025-12-16 06:30:00+00:00,RRS,0.01
2025-12-16T00:30:00-06:00,2025-12-16 06:30:00+00:00,2025-12-16T00:35:00-06:00,2025-12-16 06:35:00+00:00,ECRS,0.02
2025-12-16T00:30:00-06:00,2025-12-16 06:30:00+00:00,2025-12-16T00:35:00-06:00,2025-12-16 06:35:00+00:00,NSPIN,0.18
2025-12-16T00:30:00-06:00,2025-12-16 06:30:00+00:00,2025-12-16T00:35:00-06:00,2025-12-16 06:35:00+00:00,REGDN,0.4
2025-12-16T00:30:00-06:00,2025-12-16 06:30:00+00:00,2025-12-16T00:35:00-06:00,2025-12-16 06:35:00+00:00,REGUP,0
2025-12-16T00:30:00-06:00,2025-12-16 06:30:00+00:00,2025-12-16T00:35:00-06:00,2025-12-16 06:35:00+00:00,RRS,0.01
2025-12-16T00:35:00-06:00,2025-12-16 06:35:00+00:00,2025-12-16T00:40:00-06:00,2025-12-16 06:40:00+00:00,ECRS,0.01
2025-12-16T00:35:00-06:00,2025-12-16 06:35:00+00:00,2025-12-16T00:40:00-06:00,2025-12-16 06:40:00+00:00,NSPIN,0.16
2025-12-16T00:35:00-06:00,2025-12-16 06:35:00+00:00,2025-12-16T00:40:00-06:00,2025-12-16 06:40:00+00:00,REGDN,0.63
2025-12-16T00:35:00-06:00,2025-12-16 06:35:00+00:00,2025-12-16T00:40:00-06:00,2025-12-16 06:40:00+00:00,REGUP,0
2025-12-16T00:35:00-06:00,2025-12-16 06:35:00+00:00,2025-12-16T00:40:00-06:00,2025-12-16 06:40:00+00:00,RRS,0.01
2025-12-16T00:40:00-06:00,2025-12-16 06:40:00+00:00,2025-12-16T00:45:00-06:00,2025-12-16 06:45:00+00:00,ECRS,0.01
2025-12-16T00:40:00-06:00,2025-12-16 06:40:00+00:00,2025-12-16T00:45:00-06:00,2025-12-16 06:45:00+00:00,NSPIN,0.16
2025-12-16T00:40:00-06:00,2025-12-16 06:40:00+00:00,2025-12-16T00:45:00-06:00,2025-12-16 06:45:00+00:00,REGDN,0.66
2025-12-16T00:40:00-06:00,2025-12-16 06:40:00+00:00,2025-12-16T00:45:00-06:00,2025-12-16 06:45:00+00:00,REGUP,0
2025-12-16T00:40:00-06:00,2025-12-16 06:40:00+00:00,2025-12-16T00:45:00-06:00,2025-12-16 06:45:00+00:00,RRS,0.01
2025-12-16T00:45:00-06:00,2025-12-16 06:45:00+00:00,2025-12-16T00:50:00-06:00,2025-12-16 06:50:00+00:00,ECRS,0.01
2025-12-16T00:45:00-06:00,2025-12-16 06:45:00+00:00,2025-12-16T00:50:00-06:00,2025-12-16 06:50:00+00:00,NSPIN,0.14
2025-12-16T00:45:00-06:00,2025-12-16 06:45:00+00:00,2025-12-16T00:50:00-06:00,2025-12-16 06:50:00+00:00,REGDN,0.26
2025-12-16T00:45:00-06:00,2025-12-16 06:45:00+00:00,2025-12-16T00:50:00-06:00,2025-12-16 06:50:00+00:00,REGUP,0
2025-12-16T00:45:00-06:00,2025-12-16 06:45:00+00:00,2025-12-16T00:50:00-06:00,2025-12-16 06:50:00+00:00,RRS,0.01
2025-12-16T00:50:00-06:00,2025-12-16 06:50:00+00:00,2025-12-16T00:55:00-06:00,2025-12-16 06:55:00+00:00,ECRS,0.01
2025-12-16T00:50:00-06:00,2025-12-16 06:50:00+00:00,2025-12-16T00:55:00-06:00,2025-12-16 06:55:00+00:00,NSPIN,0.13
2025-12-16T00:50:00-06:00,2025-12-16 06:50:00+00:00,2025-12-16T00:55:00-06:00,2025-12-16 06:55:00+00:00,REGDN,0.37
2025-12-16T00:50:00-06:00,2025-12-16 06:50:00+00:00,2025-12-16T00:55:00-06:00,2025-12-16 06:55:00+00:00,REGUP,0
2025-12-16T00:50:00-06:00,2025-12-16 06:50:00+00:00,2025-12-16T00:55:00-06:00,2025-12-16 06:55:00+00:00,RRS,0.01
2025-12-16T00:55:00-06:00,2025-12-16 06:55:00+00:00,2025-12-16T01:00:00-06:00,2025-12-16 07:00:00+00:00,ECRS,0.01
2025-12-16T00:55:00-06:00,2025-12-16 06:55:00+00:00,2025-12-16T01:00:00-06:00,2025-12-16 07:00:00+00:00,NSPIN,0.14
2025-12-16T00:55:00-06:00,2025-12-16 06:55:00+00:00,2025-12-16T01:00:00-06:00,2025-12-16 07:00:00+00:00,REGDN,0.36
2025-12-16T00:55:00-06:00,2025-12-16 06:55:00+00:00,2025-12-16T01:00:00-06:00,2025-12-16 07:00:00+00:00,REGUP,0
2025-12-16T00:55:00-06:00,2025-12-16 06:55:00+00:00,2025-12-16T01:00:00-06:00,2025-12-16 07:00:00+00:00,RRS,0.01
2025-12-16T01:00:00-06:00,2025-12-16 07:00:00+00:00,2025-12-16T01:05:00-06:00,2025-12-16 07:05:00+00:00,ECRS,0.01
2025-12-16T01:00:00-06:00,2025-12-16 07:00:00+00:00,2025-12-16T01:05:00-06:00,2025-12-16 07:05:00+00:00,NSPIN,0.17
2025-12-16T01:00:00-06:00,2025-12-16 07:00:00+00:00,2025-12-16T01:05:00-06:00,2025-12-16 07:05:00+00:00,REGDN,0.2
2025-12-16T01:00:00-06:00,2025-12-16 07:00:00+00:00,2025-12-16T01:05:00-06:00,2025-12-16 07:05:00+00:00,REGUP,0
2025-12-16T01:00:00-06:00,2025-12-16 07:00:00+00:00,2025-12-16T01:05:00-06:00,2025-12-16 07:05:00+00:00,RRS,0.01
2025-12-16T01:05:00-06:00,2025-12-16 07:05:00+00:00,2025-12-16T01:10:00-06:00,2025-12-16 07:10:00+00:00,ECRS,0.01
2025-12-16T01:05:00-06:00,2025-12-16 07:05:00+00:00,2025-12-16T01:10:00-06:00,2025-12-16 07:10:00+00:00,NSPIN,0.18
2025-12-16T01:05:00-06:00,2025-12-16 07:05:00+00:00,2025-12-16T01:10:00-06:00,2025-12-16 07:10:00+00:00,REGDN,0.2
2025-12-16T01:05:00-06:00,2025-12-16 07:05:00+00:00,2025-12-16T01:10:00-06:00,2025-12-16 07:10:00+00:00,REGUP,0
2025-12-16T01:05:00-06:00,2025-12-16 07:05:00+00:00,2025-12-16T01:10:00-06:00,2025-12-16 07:10:00+00:00,RRS,0.01
2025-12-16T01:10:00-06:00,2025-12-16 07:10:00+00:00,2025-12-16T01:15:00-06:00,2025-12-16 07:15:00+00:00,ECRS,0.01
2025-12-16T01:10:00-06:00,2025-12-16 07:10:00+00:00,2025-12-16T01:15:00-06:00,2025-12-16 07:15:00+00:00,NSPIN,0.17
2025-12-16T01:10:00-06:00,2025-12-16 07:10:00+00:00,2025-12-16T01:15:00-06:00,2025-12-16 07:15:00+00:00,REGDN,0.2
2025-12-16T01:10:00-06:00,2025-12-16 07:10:00+00:00,2025-12-16T01:15:00-06:00,2025-12-16 07:15:00+00:00,REGUP,0
2025-12-16T01:10:00-06:00,2025-12-16 07:10:00+00:00,2025-12-16T01:15:00-06:00,2025-12-16 07:15:00+00:00,RRS,0.01
2025-12-16T01:15:00-06:00,2025-12-16 07:15:00+00:00,2025-12-16T01:20:00-06:00,2025-12-16 07:20:00+00:00,ECRS,0.01
2025-12-16T01:15:00-06:00,2025-12-16 07:15:00+00:00,2025-12-16T01:20:00-06:00,2025-12-16 07:20:00+00:00,NSPIN,0.19
2025-12-16T01:15:00-06:00,2025-12-16 07:15:00+00:00,2025-12-16T01:20:00-06:00,2025-12-16 07:20:00+00:00,REGDN,0.1
2025-12-16T01:15:00-06:00,2025-12-16 07:15:00+00:00,2025-12-16T01:20:00-06:00,2025-12-16 07:20:00+00:00,REGUP,0
2025-12-16T01:15:00-06:00,2025-12-16 07:15:00+00:00,2025-12-16T01:20:00-06:00,2025-12-16 07:20:00+00:00,RRS,0.01
2025-12-16T01:20:00-06:00,2025-12-16 07:20:00+00:00,2025-12-16T01:25:00-06:00,2025-12-16 07:25:00+00:00,ECRS,0.01
2025-12-16T01:20:00-06:00,2025-12-16 07:20:00+00:00,2025-12-16T01:25:00-06:00,2025-12-16 07:25:00+00:00,NSPIN,0.18
2025-12-16T01:20:00-06:00,2025-12-16 07:20:00+00:00,2025-12-16T01:25:00-06:00,2025-12-16 07:25:00+00:00,REGDN,0.1
2025-12-16T01:20:00-06:00,2025-12-16 07:20:00+00:00,2025-12-16T01:25:00-06:00,2025-12-16 07:25:00+00:00,REGUP,0
2025-12-16T01:20:00-06:00,2025-12-16 07:20:00+00:00,2025-12-16T01:25:00-06:00,2025-12-16 07:25:00+00:00,RRS,0.01
2025-12-16T01:25:00-06:00,2025-12-16 07:25:00+00:00,2025-12-16T01:30:00-06:00,2025-12-16 07:30:00+00:00,ECRS,0.01
2025-12-16T01:25:00-06:00,2025-12-16 07:25:00+00:00,2025-12-16T01:30:00-06:00,2025-12-16 07:30:00+00:00,NSPIN,0.2
2025-12-16T01:25:00-06:00,2025-12-16 07:25:00+00:00,2025-12-16T01:30:00-06:00,2025-12-16 07:30:00+00:00,REGDN,0.2
2025-12-16T01:25:00-06:00,2025-12-16 07:25:00+00:00,2025-12-16T01:30:00-06:00,2025-12-16 07:30:00+00:00,REGUP,0
2025-12-16T01:25:00-06:00,2025-12-16 07:25:00+00:00,2025-12-16T01:30:00-06:00,2025-12-16 07:30:00+00:00,RRS,0.01
2025-12-16T01:30:00-06:00,2025-12-16 07:30:00+00:00,2025-12-16T01:35:00-06:00,2025-12-16 07:35:00+00:00,ECRS,0.01
2025-12-16T01:30:00-06:00,2025-12-16 07:30:00+00:00,2025-12-16T01:35:00-06:00,2025-12-16 07:35:00+00:00,NSPIN,0.19
2025-12-16T01:30:00-06:00,2025-12-16 07:30:00+00:00,2025-12-16T01:35:00-06:00,2025-12-16 07:35:00+00:00,REGDN,0.1
2025-12-16T01:30:00-06:00,2025-12-16 07:30:00+00:00,2025-12-16T01:35:00-06:00,2025-12-16 07:35:00+00:00,REGUP,0
2025-12-16T01:30:00-06:00,2025-12-16 07:30:00+00:00,2025-12-16T01:35:00-06:00,2025-12-16 07:35:00+00:00,RRS,0.01
2025-12-16T01:35:00-06:00,2025-12-16 07:35:00+00:00,2025-12-16T01:40:00-06:00,2025-12-16 07:40:00+00:00,ECRS,0.01
2025-12-16T01:35:00-06:00,2025-12-16 07:35:00+00:00,2025-12-16T01:40:00-06:00,2025-12-16 07:40:00+00:00,NSPIN,0.2
2025-12-16T01:35:00-06:00,2025-12-16 07:35:00+00:00,2025-12-16T01:40:00-06:00,2025-12-16 07:40:00+00:00,REGDN,0.2
2025-12-16T01:35:00-06:00,2025-12-16 07:35:00+00:00,2025-12-16T01:40:00-06:00,2025-12-16 07:40:00+00:00,REGUP,0
2025-12-16T01:35:00-06:00,2025-12-16 07:35:00+00:00,2025-12-16T01:40:00-06:00,2025-12-16 07:40:00+00:00,RRS,0.01
2025-12-16T01:40:00-06:00,2025-12-16 07:40:00+00:00,2025-12-16T01:45:00-06:00,2025-12-16 07:45:00+00:00,ECRS,0.01
2025-12-16T01:40:00-06:00,2025-12-16 07:40:00+00:00,2025-12-16T01:45:00-06:00,2025-12-16 07:45:00+00:00,NSPIN,0.2
2025-12-16T01:40:00-06:00,2025-12-16 07:40:00+00:00,2025-12-16T01:45:00-06:00,2025-12-16 07:45:00+00:00,REGDN,0.29
2025-12-16T01:40:00-06:00,2025-12-16 07:40:00+00:00,2025-12-16T01:45:00-06:00,2025-12-16 07:45:00+00:00,REGUP,0
2025-12-16T01:40:00-06:00,2025-12-16 07:40:00+00:00,2025-12-16T01:45:00-06:00,2025-12-16 07:45:00+00:00,RRS,0.01
2025-12-16T01:45:00-06:00,2025-12-16 07:45:00+00:00,2025-12-16T01:50:00-06:00,2025-12-16 07:50:00+00:00,ECRS,0.01
2025-12-16T01:45:00-06:00,2025-12-16 07:45:00+00:00,2025-12-16T01:50:00-06:00,2025-12-16 07:50:00+00:00,NSPIN,0.2
2025-12-16T01:45:00-06:00,2025-12-16 07:45:00+00:00,2025-12-16T01:50:00-06:00,2025-12-16 07:50:00+00:00,REGDN,0.1
2025-12-16T01:45:00-06:00,2025-12-16 07:45:00+00:00,2025-12-16T01:50:00-06:00,2025-12-16 07:50:00+00:00,REGUP,0
2025-12-16T01:45:00-06:00,2025-12-16 07:45:00+00:00,2025-12-16T01:50:00-06:00,2025-12-16 07:50:00+00:00,RRS,0.01
2025-12-16T01:50:00-06:00,2025-12-16 07:50:00+00:00,2025-12-16T01:55:00-06:00,2025-12-16 07:55:00+00:00,ECRS,0.01
